"","Date","location","operator","planeType","Dead","Aboard","Ground"
"1083","1949-07-19","Seattle, Washington","Air Transport Associates","Curtiss C-46F-1-CU",2,32,4
"1084","1949-07-21","Marga, Russia","Aeroflot","Ilyushin IL-12",13,14,0
"1085","1949-07-30","Chesterfield, New Jersey","Eastern Air Lines / Military - USN","Douglas DC-3 -201D/ F-6-F- 5 Hellcat",16,16,0
"1086","1949-08-02","Jaquirana, Brazil","Varig","Curtiss C-46D-10-CU",5,36,0
"1087","1949-08-03","Sao Francisco Bay, Brazil","Lineas A????reas Brasil","Douglas DC-3",5,30,0
"1088","1949-08-06","Salasaca, Ecuador","Shell Co of Ecuador","Bristol 170 Freighter 21",34,34,0
"1089","1949-08-09","Salalah, Oman","Military - Royal Air Force","Douglas C-47B",12,12,0
"1090","1949-08-13","Near Bogota, Colombia","SAETA","Douglas C-47",32,32,0
"1091","1949-08-15","Off Lurga Point, Ireland","Transocean Air Lines","Douglas DC-3 (C-54A-DO)",8,58,0
"1092","1949-08-19","Near Oldham, England","British European Airways","Douglas DC-3",24,32,0
"1093","1949-08-21","Near Bigstone Lake, Manitoba","Military - Royal Canadian Air Force","Consolidated Canso (amphibian)",21,21,0
"1094","1949-08-27","Leopoldville, Zaire","Sabena","Douglas C-47B-5-DK",5,20,0
"1095","1949-09-09","Sault-aux-Cochons, PQ, Canada","Canadian Pacific Air Lines","Douglas DC-3",23,23,0
"1096","1949-09-26","Mt. Popocatepetl, Mexico","Mexicana","Douglas DC-3",24,24,0
"1097","1949-09-27","Near Castilla, Argentina","Flota A????rea Mercante Argentina","Douglas C-54A-1-DO",5,27,0
"1098","1949-10-09","Cheyenne, Wyoming","Slick Airways","Curtiss C-46E-1-CS",4,4,0
"1099","1949-10-28","San Miguel Island, Azores","Air France","Lockheed 749-79-33 Constellation",48,48,0
"1100","1949-11-01","Arlington, Virginia","Eastern Air Lines / Military - Bolivian Air Force","Douglas C-54B / P-38",55,55,0
"1101","1949-11-04","Akron, Ohio","Harrington's Inc","Douglas DC-3",3,3,0
"1102","1949-11-20","Near Oslo, Norway","Aero Holland","Douglas C-47A",34,35,0
"1103","1949-11-26","Near Bucaramanga, Colombia","LANSA","Douglas DC-3",12,12,0
"1104","1949-11-29","Dallas, Texas","American Airlines","Douglas DC-6",28,46,0
"1105","1949-11-29","Chaleyssin, France","Air France","Douglas DC-4",5,38,0
"1106","1949-12-01","Taquaracucu, Brazil","REAL","Douglas DC-3 (C-47-DL)",20,22,0
"1107","1949-12-07","Vallejo, California","Arrow Airlines","Douglas DC-3",9,9,0
"1108","1949-12-09","Near Lanchow, China","Civil Air Transport","Curtiss C-46D-CU",38,38,0
"1109","1949-12-10","Near Hoikow, China","Civil Air Transport","Curtiss C-46D-CU",17,40,0
"1110","1949-12-12","Jungshahi, Pakistan","Pakair","Douglas DC-3",26,26,0
"1111","1949-12-12","Washington, D.C.","Capital Airlines","Douglas DC-3-313A",6,23,0
"1112","1949-12-16","Orizaba, Mexico","Mexicana","Douglas DC-3",17,17,0
"1113","1949-12-18","Aulnay-sous-Bois, France","Sabena","Douglas C-47A-60-DL",8,8,0
"1114","1949-12-30","Comilla, Pakistan","Bharat Airways","Douglas C-54A-DO",7,7,0
"1115","1950-01-05","Sverdlovsk, Russia","Military - Soviet Air Force","Lisunov Li-2",19,19,0
"1116","1950-01-18","Albacete, Spain","Ejercito del Aire","Junkers JU-52/3m",16,16,0
"1117","1950-01-20","Near Vacas, Bolivia","Military - Bolivian Air Force","Douglas C-47",32,32,0
"1118","1950-01-24","Iloilo,Philippines","Philippine Air Lines","Douglas DC-3",4,4,0
"1119","1950-01-24","Near Tamatave, Madagascar","Societe Transatlantique Aerienne","Douglas C-47A-50-DL",14,14,0
"1120","1950-01-26","Near Snag, Yukon Territory","Military - U.S. Air Force","Douglas C-54D-DC (DC-4)",44,44,0
"1121","1950-02-02","North Sea","KLM Royal Dutch Airlines","Douglas DC-3",7,7,0
"1122","1950-02-27","Near Prague, Czechoslovakia","Ceskoslovenske Aerolinie","Douglas C-47A-15-DK",5,5,0
"1123","1950-03-07","Minneapolis, Minnesota","Northwest Orient Airlines","Martin 202",13,13,2
"1124","1950-03-10","Saigon, Vietnam","Societe Indochinoise de Transport Aeriens","Bristol 170 Freighter 21",4,4,0
"1125","1950-03-12","Llandow Airport, Cardiff, Wales","Fairflight Ltd.","Avro 689 Tudor 5",80,83,0
"1126","1950-03-25","Ankara, Turkey","Devlet Hava Yollairi","Douglas DC-3",15,15,0
"1127","1950-03-28","Off Cap-Ferret, France","SEMAF","Latecoere 631 (sea plane)",12,12,0
"1128","1950-04-05","Hatiara, India","Deccan Airways","Douglas C-47A",3,3,0
"1129","1950-04-15","Santa Ana, Colombia","Lineas A????reas Nacionales","Douglas C-47 (DC-3)",25,25,0
"1130","1950-04-21","Near Atsugi, Japan","Military - U.S. Air Force","Douglas C-54D",35,35,0
"1131","1950-05-02","Chimborazo, Ecuador","AVIANCA","Douglas C-47DL",15,15,0
"1132","1950-05-17","Lagens Air Force Base, Azores","Military - U.S. Air Force","Boeing B-29",16,16,0
"1133","1950-05-23","Myrtle Beach, South Carolina","Military - U.S. Air Force","Curtiss C-46D",39,39,0
"1134","1950-05-24","Near Pasto, Colombia","LANSA","Douglas C-47",25,26,0
"1135","1950-05-27","Teterboro, New Jersey","Regina Cargo Airlines","Curtiss C-46F-1-CU",1,2,0
"1136","1950-05-30","Near Ilheus, Brazil","Aerovias Brasil","Douglas DC-3",13,15,0
"1137","1950-06-05","Atlantic Ocean off Florida","Westair Transport","Curtiss C-46-F-1-CU",28,65,0
"1138","1950-06-09","Near Fonseca, Colombia","New Tribes Mission","Douglas DC-3-178",15,15,0
"1139","1950-06-12","Off Bahrain","Air France","Douglas DC-4-1009",46,52,0
"1140","1950-06-14","Off Bahrain","Air France","Douglas DC-4-1009",40,53,0
"1141","1950-06-23","Lake Michigan, 18 NNW of Benton Harbor, Michigan","Northwest Orient Airlines","Douglas DC-4",58,58,0
"1142","1950-06-26","York, Australia","Ansett ANA","Douglas DC-4-1009",29,29,0
"1143","1950-07-07","Busan, South Korea","Military - U.S. Air Force","Douglas C-54G",23,23,0
"1144","1950-07-09","Casablanca, Morocco","Aigle Azur","Douglas DC-3",22,29,0
"1145","1950-07-17","Near Pathankot, India","Indian National Airlines","Douglas DC-3",22,22,0
"1146","1950-07-18","Near Bocoio, Angola","DTA Angola Airlines","Douglas DC-3",9,9,0
"1147","1950-07-27","Off O-shima Island, Japan","Military - U.S. Air Force","Douglas C-47D",25,26,0
"1148","1950-07-28","Porte Alegre, Brazil","Panair do Brasil","Lockheed 049 Constellation",50,50,0
"1149","1950-07-29","Tunbukta, Algeria","Cie Air Transport","Bristol 170 Freighter 21",26,26,0
"1150","1950-07-30","Karaganda, Russia","Aeroflot","Ilyushin IL-12",25,25,0
"1151","1950-07-30","Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )
SAVG","?",10,NA,NA
"1152","1950-08-05","Near Fairfield, California","Military - U.S. Air Force","Boeing B-29MR",12,20,7
"1153","1950-08-22","Near Eagle, Colorado","American Airlines","Douglas DC-6",1,59,0
"1154","1950-08-25","Kampong Jenera, Malaysia","Military - Royal Air Force","Douglas C-47B",12,12,0
"1155","1950-08-31","Near Wadi Natrun, Egypt","Trans World Airlines","Lockheed 749A Constellation",55,55,0
"1156","1950-09-04","Utica, New York","Robinson Airlines","Douglas DC-3",16,23,0
"1157","1950-09-14","Tehran, Iran","Iran Air","Douglas DC-3",8,8,0
"1158","1950-09-20","Kwajalein, Marshall Islands","Military - U.S. Navy","Douglas R5D-3",26,26,0
"1159","1950-09-21","Near Zagreb, Yugoslavia","JAT Yugoslav Airlines","Douglas DC-3",10,11,0
"1160","1950-09-23","Karlstad, Sweden","Svenska Aero","Avro Ninteen I",10,10,0
"1161","1950-09-26","Near Kyushu Island, Japan","Military - U.S. Air Force","Douglas C-54D-DC (DC-4)",23,51,0
"1162","1950-10-13","Almelund, Minnisota","Northwest Orient Airlines","Martin 202",6,6,0
"1163","1950-10-13","Casablanca, Morocco","Air Atlas","Douglas DC-3",4,7,0
"1164","1950-10-17","London, England","British European Airways","Douglas C-47A",28,29,0
"1165","1950-10-31","London Heathrow, England","British European Airways","Vickers 610 Viking-1B",28,30,0
"1166","1950-11-03","Mont Blanc, France","Air India","Lockheed 749 Constellation",48,48,0
"1167","1950-11-07","Near Butte, Montana","Northwest Orient Airlines","Martin 202",21,21,0
"1168","1950-11-13","Mt.  Tete de L'Obiou, France","Curtiss-Reid Flying Services Ltd. (Canada)","Douglas C-54B-1-DC",52,52,0
"1169","1950-11-17","Surabaya, Indonesia","Garuda Indonesia Airlines","Douglas DC-3",2,23,0
"1170","1950-11-21","Near Moran Junction, Wyoming","New Tribes Mission","Douglas DC-3",21,21,0
"1171","1950-11-23","Cuzco, Peru","Faucett","Douglas DC-3",9,9,0
"1172","1950-11-25","Khitka, Bhutan","Indamer","Douglas C-47A",3,3,0
"1173","1950-12-01","Near Chamaran, Iran","Iran Air","Douglas DC-3",8,8,0
"1174","1950-12-08","Ruig Piner, France","Air Atlas","Douglas DC-3",5,7,0
"1175","1950-12-08","Bangui, French Equatorial Africa","T.A. Intercontinentaux","Douglas C-54A",46,56,0
"1176","1950-12-13","Katagiri, India","Air India","Douglas DC-3",21,21,0
"1177","1950-12-13","Londrina, Brazil","VASP","Douglas DC-3",9,9,3
"1178","1950-12-14","Ribeirao, Brazil","VASP","Douglas DC-3",1,1,3
"1179","1950-12-15","Valera, Venezuela","Avensa","Douglas C-47-DL",31,31,0
"1180","1950-12-19","Near Baguio, Philippines","Military - U.S. Air Force","Douglas C54E-DO (DC-4)",38,38,0
"1181","1950-12-22","Penticton, British Columbia, Canada","Canadian Pacific Air Lines","Douglas DC-3",2,18,0
"1182","1950-12-30","Santiago del Estado, Argentina","Aerolineas Argentinas","Douglas DC-3",17,18,0
"1183","1951-01-12","Ixopo, South Africa","United Airways","de Havilland Dove 1",12,12,0
"1184","1951-01-13","Mt. Bukit, Besar,Thailand","Air Carriers","Douglas DC-3",10,10,0
"1185","1951-01-14","Philadelphia, Pennsylvania","National Airlines","Douglas DC-4-1009",7,28,0
"1186","1951-01-16","Near Reardan, Washington","Northwest Orient Airlines","Martin 202",10,10,0
"1187","1951-01-20","Huilyo, Peru","Military - TAM","Douglas DC-3",16,NA,NA
"1188","1951-01-27","Near Civitavecchia, Italy","Alitalia","Savoia Marchetti SM-95",14,17,0
"1189","1951-01-28","Near An tung, Taiwan","Military -Royal Air Force","Short Sunderland 9 (flying boat)",16,16,0
"1190","1951-01-31","Off Hafnarfjorour, Iceland","Icelandair","Douglas DC-3",20,20,0
"1191","1951-02-01","Off Terceira, Portugal","Military - Portuguese Air Force","Douglas C-54",14,14,0
"1192","1951-02-03","Near Mt. Cameroun, Buea, Nigeria","Air France","Douglas DC-4",29,29,0
"1193","1951-02-14","Yali, Colombia","Lineas A????reas Nacionales","Curtiss C-46A",2,2,0
"1194","1951-03-02","Sioux City, Iowa","Mid Continent Airlines","Douglas DC-3",16,25,0
"1195","1951-03-11","Mt. Butler, Hong Kong","Pacific Overseas Airways","Douglas DC-4",24,24,0
"1196","1951-03-21","Corozal, Colombia","LANSA","Douglas C-47",27,27,0
"1197","1951-03-22","Off Florianopolis, Brazil","Cruzeiro","Douglas DC-3",3,14,0
"1198","1951-03-23","Over the North Atlantic","Military - U.S. Air Force","Douglas C-124A Globemaster",53,53,0
"1199","1951-03-26","Rio Grande, Argentina","Aerolineas Argentinas","Douglas DC-3",11,20,2
"1200","1951-03-27","Manchester, England","Air Transport Charter","Douglas C-47A-75-DL Dakota 3",2,3,0
"1201","1951-04-02","Bogota, Colombia","AVIANCA","Douglas DC-3",26,26,0
"1202","1951-04-06","Refugio Pass, near Santa Barbara, California","Southwest Airways","Douglas DC-3",22,22,0
"1203","1951-04-08","Near Charleston, West Virginia","Military - U.S. Air Force","Douglas C-47B-DK",21,21,0
"1204","1951-04-09","Cape d'Arguilar, Hong Kong","Siamese Airways","Douglas DC-3",16,16,0
"1205","1951-04-25","Key West, Florida","Cubana de Aviacion / Military -  US Navy","Douglas DC-4 /Beechcraft SMB-1",43,43,0
"1206","1951-04-28","Fort Wayne, Indiana","United Air Lines","Douglas DC-3",11,11,0
"1207","1951-05-06","Near Albuquerque, New Mexico","Military - U.S. Air Force","Convair B-36D",23,25,0
"1208","1951-05-08","Bordeaux, France","Hunting Air Travel","Vickers 639 Viking 1",2,32,0
"1209","1951-05-18","Rancharia,  Brazil","VASP","Douglas DC-3",6,6,0
"1210","1951-06-03","New Boston, Texas","Military - U.S. Air Force","Fairchild C-82",10,10,0
"1211","1951-06-06","Rio de Janeiro, Brazil","Lineas A????reas Trans. Brasileira","Douglas DC-3D",2,19,0
"1212","1951-06-15","Medellin, Colombia","Sociedad Aeronautica Medellin","Douglas C-47A",3,3,0
"1213","1951-06-22","Near Sanoyea, Liberia","Pan American World Airways","Lockheed 049 Constellation",40,40,0
"1214","1951-06-29","Near Rijeka, Yugoslavia","JAT Yugoslav Airlines","Junkers 52/3m",14,14,0
"1215","1951-06-30","Rocky Mountain Nat. Park, near Ft. Collins, Colorado","United Air Lines","Douglas DC-6B",50,50,0
"1216","1951-07-12","Lyneham AFB, England","Military - Royal Air Force","Vickers Valetta C-1",10,10,0
"1217","1951-07-12","Near Tezpur, India","Indamer","Douglas C-47B",3,3,0
"1218","1951-07-12","Aracaju, Brazil","Loide Aereo Nacional","Douglas DC-3",33,33,0
"1219","1951-07-16","Off Lae, New Guinea","Qantas","de Havilland DHA-3 Drover II",7,7,0
"1220","1951-07-20","Thudamot, China","Air Outre-Mer","Douglas C-47A",3,3,0
"1221","1951-07-21","Near Sitka, Alaska","Canadian Pacific Air Lines","Douglas C-54A",37,37,0
"1222","1951-07-24","Gao, Mali","Sabena","Douglas DC-3",3,3,0
"1223","1951-07-29","Cochabamba, Bolivia","Loide A????reo Nacional","Curtiss C-46A",7,7,0
"1224","1951-08-08","Barilla Bay, Australia","Trans Australia Airlines","?",2,2,0
"1225","1951-08-11","Moisville, France","Air France","Douglas DC-3D",5,5,0
"1226","1951-08-17","Ubatuba, Brazil","REAL","Douglas DC-3",10,10,0
"1227","1951-08-24","Decoto, California","United Air Lines","Douglas DC-6B",50,50,0
"1228","1951-09-08","Sao Paulo, Brazil","VASP","Douglas DC-3",13,13,3
"1229","1951-09-12","Off Ialas Baeares, Spain","Societe Alpes Provence","Douglas DC-3",39,39,0
"1230","1951-09-12","Off Redwood City, California","United Air Lines","Boeing 377 Stratocruiser 10-34",3,3,0
"1231","1951-09-15","Bangalore, India","Air India","Douglas C-47A-30-DK Dakota III",22,28,0
"1232","1951-09-27","Near Tachikawa Air Base","Military - US Air Force","Fairchild C-119C-15-FA Flying Boxcar",14,14,0
"1233","1951-09-29","La Paz, Bolivia","Frigorifico Cooperativo Los Andes","Curtiss C-46D-15-CU",27,27,0
"1234","1951-10-08","Cerro Blanco, Mexico","Aero Transportes","Douglas DC-3",8,8,0
"1235","1951-10-15","East Griqualand, South Africa","South African Airways","Douglas DC-3",17,17,0
"1236","1951-10-15","North Atlantic","Military - U.S. Air Force","Boeing C-97A Stratofreighter",12,12,0
"1237","1951-10-17","Mt. Benson, BC, Canada","Queen Charlotte Airlines","Consolidated PBY-5A Catalina",23,23,0
"1238","1951-10-22","Skopje, Yugoslavia","JAT Yugoslav Airlines","Douglas DC-3",12,12,0
"1239","1951-10-27","Near Flores, Guatemala","Military - Guatemalan Air Force","Douglas C-47",27,29,0
"1240","1951-11-05","Near Tucumcari, New Mexico","Transocean Air Lines","Martin 202",1,29,0
"1241","1951-11-13","Puy-de-D????me, France","Military - U. S. Air Force","Fairchild C-82 Packet",36,36,0
"1242","1951-11-15","Near Lodz, Poland","LOT Polish Airlines","Lisunov Li-2P",18,18,0
"1243","1951-11-17","Near  Novosibirsk, Russia","Aeroflot","Ilyushin IL-12",23,23,0
"1244","1951-11-19","Cairo, Egypt","Devlet Hava Yollari","Douglas DC-3",5,5,0
"1245","1951-11-21","Calcutta, India","Deccan Airways","Douglas DC-3",16,17,0
"1246","1951-11-24","Zurich, Switzerland","El Al","Douglas DC-4",6,7,0
"1247","1951-11-27","San Luis Acatlan, Mexico","Lineas Aereas Unidas","DC-2-243",13,21,0
"1248","1951-12-04","Denver, Colorado","United Air Lines","Douglas DC-3A",3,3,0
"1249","1951-12-13","Yaramunda, Papua, New Guinea","Qantas","de Havilland DH-84 Dragon",3,3,0
"1250","1951-12-16","Elizabeth, New Jersey","Miami Airlines","Curtiss Wright C-46F",56,56,1
"1251","1951-12-23","Tehran, Iran","Misrair","SNCASE Languedoc",22,22,0
"1252","1951-12-27","Near Namtso, Russia","Aeroflot","Li-2",20,20,0
"1253","1951-12-29","Near Little Valley, New York","Continental Charters","Curtiss C-46A-50-CU",26,40,0
"1254","1951-12-30","Near Phoenix, Arizona","Military - U.S. Air Force","Douglas C-47D",28,28,0
"1255","1951-12-30","Near Fairbanks, Alaska","Transocean Air Lines","Curtiss C 46F-CU",4,4,0
"1256","1951-12-31","Calcutta, India","Kalinga Airlines","Douglas C-47A",3,3,0
"1257","1952-01-02","Andapa, Madagascar","Air France","Junkers JU-52/3m",6,11,0
"1258","1952-01-10","Com Edno, Ireland","Aer Lingus","Douglas DC-3",23,23,0
"1259","1952-01-19","Off Sandspit, BC, Canada","Northwest Orient Airlines","Douglas DC-4",36,43,0
"1260","1952-01-22","Elizabeth, New Jersey","American Airlines","Convair CV-240-0",23,23,7
"1261","1952-02-04","Kikwit, Belgian Congo","Sabena","Douglas DC-3",15,15,0
"1262","1952-02-07","Kaneko, Japan","Military - U.S. Air Force","Boeing B-29",13,13,5
"1263","1952-02-11","Elizabeth, New Jersey","National Airlines","Douglas DC-6",29,63,4
"1264","1952-02-16","Near Burgio, Italy","Hunting Air Travel","Vickers 614 Viking 1",31,31,0
"1265","1952-02-19","Nagpur, India","Deccan Airways","Douglas DC-3",3,16,0
"1266","1952-02-19","Near Yaounde, Cameroon","STAAP","Consolidated  32 Liberator II",9,9,0
"1267","1952-02-28","Uberlandia,  Brazil","Panair do Brasil","Douglas DC-3A",8,8,0
"1268","1952-03-03","Nice, France","Air France","SNCASE Languedoc",38,38,0
"1269","1952-03-10","Cebu, Philippines","Philippine Air Lines","Douglas C-47A-35-DL",3,3,0
"1270","1952-03-12","Near Sequin, Texas","Military - U.S. Air Force / U.S. Air Force","Boeing B-29 / Boeing B-29",15,15,NA
"1271","1952-03-22","Near Gaspe, Quebec, Canada","Maritime Central Airways","Douglas C-47-DL",4,4,0
"1272","1952-03-22","Frankfurt, Germany","KLM Royal Dutch Airlines","Douglas DC-6",45,47,0
"1273","1952-03-24","Near Gao, French West Africa","Soci????t???? A????rienne de Tr. Tropicaux","Lockheed 18 Lodestar",17,21,0
"1274","1952-03-26","Moscow, Russia","Aeroflot","?",70,70,0
"1275","1952-03-29","Near San Felipe, Venezuela","TACA","Douglas DC-3",12,12,0
"1276","1952-03-30","Baguio, Philippines","Philippine Air Lines","Douglas DC-3",10,29,0
"1277","1952-04-05","New York, New York","US Airlines","Curtiss C-46F-1-CU",2,2,3
"1278","1952-04-09","Mihara Volcano, Japan","Japan Air Lines","Martin 202",37,37,0
"1279","1952-04-10","Agartala, India","Kalinga Airlines","Douglas C-47A",4,4,0
"1280","1952-04-11","North of San Juan, Puerto Rico","Pan American World Airways","Douglas DC-4",52,69,0
"1281","1952-04-18","Near Whittier, California","North Continental Airlines (Robin Airlines)","Curtiss C-46F-1CU",29,29,0
"1282","1952-04-29","Near Carolina, Brazil","Pan American World Airways","Boeing 377-10-26 Stratocruiser",50,50,0
"1283","1952-04-30","Delhi,  India","Deccan Airways","Douglas DC-3",9,9,0
"1284","1952-05-05","Near Skien, Norway","Fred Olsen Flyveselskap","Douglas C-47A",11,29,0
"1285","1952-05-09","Ipoh, Malaysia","Garuda Indonesia Airlines","Douglas DC-3",17,17,0
"1286","1952-05-13","Sao Paulo, Brazil","VASP","Douglas DC-3",5,22,0
"1287","1952-05-24","Near Manaus, Brazil","Loide A????reo Nacional","Curtiss C-46A",6,6,0
"1288","1952-05-26","Near Atar, Mauritania","British Overseas Airways","Handley Page HP-81 Hermes IV",1,18,0
"1289","1952-06-13","Baltic Sea","Swedish Air Force","Douglas DC-3",8,8,0
