"","study","time","id","calm","secure","tense","regretful","at.ease","upset","worrying","rested","anxious","comfortable","confident","nervous","jittery","high.strung","relaxed","content","worried","rattled","joyful","pleasant"
"1527","FLAT",3,84,1,3,4,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1
"1528","FLAT",3,85,2,2,3,1,2,3,3,2,2,2,2,1,1,2,2,1,2,1,1,1
"1529","FLAT",3,86,2,2,2,2,3,1,1,1,2,2,4,1,1,1,2,2,1,1,1,2
"1530","FLAT",3,87,2,3,2,1,2,1,3,2,1,2,3,1,1,1,2,2,2,1,1,2
"1531","FLAT",3,88,2,2,4,3,2,2,2,2,3,2,2,2,2,1,2,2,3,2,1,2
"1532","FLAT",3,89,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"1533","FLAT",3,90,3,3,1,1,2,2,1,2,1,2,4,1,1,1,3,2,1,1,2,2
"1534","FLAT",3,91,4,3,1,1,2,1,1,2,1,2,2,1,1,1,3,3,1,1,2,2
"1535","FLAT",3,92,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1
"1536","FLAT",3,93,2,3,2,1,2,3,4,1,2,3,3,2,2,1,3,2,2,1,2,3
"1537","FLAT",3,94,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"1538","FLAT",3,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1539","FLAT",3,96,4,4,1,1,4,1,3,4,4,4,4,1,1,4,4,4,2,3,4,4
"1540","FLAT",3,97,4,4,1,1,4,1,1,4,1,3,4,1,1,1,4,4,1,1,4,4
"1541","FLAT",3,98,4,4,1,1,4,1,1,2,1,3,3,1,1,1,3,3,1,1,2,3
"1542","FLAT",3,99,2,3,3,1,2,2,1,2,4,3,2,1,3,2,3,2,1,2,3,3
"1543","FLAT",3,100,2,2,3,2,2,1,2,1,3,2,2,2,3,1,1,2,2,1,1,1
"1544","FLAT",3,101,2,1,2,2,1,3,2,2,1,2,1,3,1,1,2,1,2,1,1,1
"1545","FLAT",3,102,2,4,2,1,2,1,2,2,2,2,4,1,2,1,2,1,1,1,2,2
"1546","FLAT",3,103,3,3,2,2,2,2,2,2,3,2,2,1,2,1,2,2,1,1,2,3
"1547","FLAT",3,104,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2
"1548","FLAT",3,105,2,2,2,2,3,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2
"1549","FLAT",3,106,1,2,4,4,1,4,4,1,4,1,1,3,3,2,1,1,4,2,1,1
"1550","FLAT",3,107,2,2,3,2,1,2,1,2,3,2,1,2,2,1,2,2,2,1,1,2
"1551","FLAT",3,108,3,3,1,1,3,1,1,2,1,2,3,1,1,1,2,3,2,1,1,2
"1552","FLAT",3,109,1,1,2,3,2,3,4,1,2,2,1,2,2,2,1,1,3,2,2,2
"1553","FLAT",3,110,3,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,4,4
"1554","FLAT",3,111,2,2,2,1,2,1,1,2,2,1,1,1,3,2,1,1,1,1,1,1
"1555","FLAT",3,112,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4
"1556","FLAT",3,113,4,4,1,2,4,1,2,4,1,3,4,1,1,3,3,1,4,1,1,2
"1557","FLAT",3,114,3,3,1,1,3,1,1,2,2,3,4,1,2,1,3,3,1,1,3,3
"1558","FLAT",3,115,4,4,1,1,4,1,1,4,1,4,4,1,1,4,4,4,1,1,4,4
"1559","FLAT",3,116,2,2,3,3,2,1,3,2,2,2,4,2,2,3,1,2,3,2,1,2
"1560","FLAT",3,117,3,4,1,1,4,1,1,3,1,4,2,1,1,1,4,3,1,1,2,3
"1561","FLAT",3,118,2,2,3,1,2,3,1,2,1,3,4,1,1,3,2,1,3,1,1,1
"1562","FLAT",3,119,2,2,2,3,2,3,2,1,2,1,1,1,2,1,2,1,1,1,1,1
"1563","FLAT",3,120,1,2,3,1,1,3,1,1,2,2,1,1,1,2,2,1,1,1,1,2
"1564","FLAT",3,121,3,3,1,1,3,1,1,2,1,2,3,1,1,1,3,3,1,1,2,3
"1565","FLAT",3,122,2,2,1,1,2,2,2,2,1,2,3,1,1,1,3,2,1,1,1,2
"1566","FLAT",3,123,2,2,2,1,2,1,1,2,3,2,2,2,2,2,2,3,1,2,3,2
"1567","FLAT",3,124,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1
"1568","FLAT",3,125,2,2,2,1,2,3,1,2,1,2,2,1,1,1,2,2,2,1,1,2
"1569","FLAT",3,126,2,2,3,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1
"1570","FLAT",3,127,4,4,1,1,3,1,1,2,1,3,2,1,1,1,3,4,1,1,3,3
"1571","FLAT",3,128,2,2,2,1,3,2,1,1,2,2,3,2,2,1,2,2,2,2,1,3
"1572","FLAT",3,129,1,1,3,1,1,4,2,1,1,1,1,3,1,1,1,1,2,1,1,1
"1573","FLAT",3,130,3,2,1,2,2,1,2,2,1,2,2,1,1,1,3,2,1,1,2,2
"1574","FLAT",3,131,2,2,3,2,3,1,2,2,2,2,2,3,3,3,2,2,3,1,2,2
"1575","FLAT",3,132,1,2,3,2,3,2,4,2,3,2,4,2,3,3,3,2,2,1,2,3
"1576","FLAT",3,133,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,3,1,1,2,3
"1577","FLAT",3,134,2,2,1,4,2,3,2,1,1,1,2,1,1,1,1,2,2,1,1,1
"1578","FLAT",3,135,3,3,2,1,3,1,3,3,1,3,3,2,1,1,3,3,2,1,3,2
"1579","FLAT",3,136,4,4,1,1,4,1,2,4,2,4,4,1,1,1,4,4,1,1,4,4
"1580","FLAT",3,137,2,3,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,3
"1581","FLAT",3,138,1,1,3,4,1,4,1,1,3,1,1,1,1,1,1,1,2,1,1,1
"1582","FLAT",3,139,1,1,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"1583","FLAT",3,140,2,1,1,1,2,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1
"1584","FLAT",3,141,2,2,3,1,1,1,2,2,3,2,3,2,2,2,1,2,1,2,1,2
"1585","FLAT",3,142,3,3,1,1,3,1,1,3,1,3,4,1,1,1,3,3,1,1,3,3
"1586","FLAT",3,143,2,2,3,2,2,3,3,1,4,2,2,3,1,2,2,2,4,1,1,1
"1587","FLAT",3,144,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2
"1588","FLAT",3,145,2,2,3,2,1,3,2,1,1,1,3,2,1,1,1,1,1,1,1,1
"1589","FLAT",3,146,1,3,4,3,2,4,1,1,4,1,4,3,4,4,1,1,1,4,1,1
"1590","FLAT",3,147,2,3,3,2,2,3,2,2,1,2,3,1,1,1,3,2,1,1,1,1
"1591","FLAT",3,148,2,1,3,1,1,2,3,1,3,1,1,2,2,2,1,1,3,2,1,1
"1592","FLAT",3,149,2,4,2,1,2,3,1,4,3,4,4,1,2,1,3,2,1,1,1,2
"1593","FLAT",3,150,1,1,1,NA,3,3,3,2,2,4,4,4,4,NA,NA,2,3,2,3,3
"1594","FLAT",3,151,2,2,1,1,2,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2
"1595","FLAT",3,152,2,2,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1
"1596","FLAT",3,153,2,2,2,1,3,1,2,2,3,2,1,1,NA,1,2,2,1,1,1,2
"1597","FLAT",3,154,1,2,4,3,2,2,3,2,3,1,2,3,1,2,1,1,3,1,1,1
"1598","FLAT",3,155,2,2,1,1,2,1,1,1,1,2,3,2,1,1,2,3,1,1,2,2
"1599","FLAT",3,156,2,2,2,1,2,1,1,2,2,3,2,1,2,2,2,2,1,1,1,2
"1600","FLAT",3,157,2,3,1,1,2,1,1,3,1,3,4,1,1,1,2,3,1,1,2,3
"1601","FLAT",3,158,3,4,1,1,4,2,1,2,1,4,4,1,2,1,3,1,1,1,1,2
"1602","FLAT",3,159,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1
"1603","FLAT",3,160,3,3,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2
"1604","FLAT",3,161,4,4,1,3,3,2,1,2,1,4,4,1,1,1,4,4,1,1,2,3
"1605","FLAT",3,162,2,1,2,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"1606","FLAT",3,163,2,2,2,1,2,1,1,2,2,3,3,1,1,2,2,3,2,1,2,2
"1607","FLAT",3,164,3,3,1,1,3,1,1,2,1,2,2,1,1,1,3,2,1,1,2,2
"1608","FLAT",3,165,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4
"1609","FLAT",3,166,3,1,2,3,2,2,1,1,2,2,1,1,1,1,3,1,1,1,1,1
"1610","FLAT",3,167,2,2,2,1,2,1,2,2,1,3,1,1,1,1,2,2,2,1,1,2
"1611","FLAT",3,168,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1
"1612","FLAT",3,169,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1
"1613","FLAT",3,170,3,3,1,1,3,1,1,2,1,3,2,1,1,1,3,2,2,1,1,2
"1614","GRAY",1,1,3,3,2,1,3,2,3,3,3,3,4,1,3,3,2,4,2,3,4,2
"1615","GRAY",1,NA,4,4,2,1,3,1,3,2,1,4,3,1,1,1,4,2,3,1,2,3
"1616","GRAY",1,2,3,3,3,3,2,1,3,2,3,2,2,3,3,3,2,3,3,3,2,3
"1617","GRAY",1,NA,3,3,1,1,3,1,2,3,1,3,4,2,2,1,3,3,1,1,3,3
"1618","GRAY",1,3,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,3,4
"1619","GRAY",1,NA,3,3,2,2,3,1,2,3,2,3,3,2,1,2,3,3,2,1,3,3
"1620","GRAY",1,4,4,4,1,1,4,1,3,4,1,4,4,1,1,1,4,4,3,1,3,3
"1621","GRAY",1,NA,2,2,2,1,2,1,2,2,2,3,2,3,1,1,2,2,3,1,1,2
"1622","GRAY",1,5,3,3,2,1,2,1,1,2,2,2,3,2,2,2,2,2,1,1,2,2
"1623","GRAY",1,NA,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,2,3
"1624","GRAY",1,6,4,3,1,2,3,2,2,3,2,2,4,1,1,1,4,2,1,1,2,3
"1625","GRAY",1,NA,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,4,4,4
"1626","GRAY",1,7,3,3,1,1,3,1,2,3,1,3,4,2,1,1,3,3,1,1,3,3
"1627","GRAY",1,8,4,4,1,1,4,1,2,3,1,4,4,1,1,1,4,4,2,1,2,3
"1628","GRAY",1,9,3,3,1,1,4,1,1,2,1,3,3,1,1,1,3,3,1,1,3,3
"1629","GRAY",1,10,4,3,1,1,2,1,1,2,1,3,3,2,1,1,2,3,1,1,2,2
"1630","GRAY",1,11,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,1,3
"1631","GRAY",1,12,3,4,2,1,4,1,2,3,1,4,3,2,1,1,3,4,2,1,2,3
"1632","GRAY",1,13,2,1,4,4,1,3,4,1,3,2,1,3,2,4,1,1,3,3,1,1
"1633","GRAY",1,14,3,4,3,3,3,2,3,2,3,3,4,2,2,2,3,2,2,2,1,3
"1634","GRAY",1,15,4,4,1,1,4,1,2,4,1,4,3,1,1,1,4,4,2,1,3,4
"1635","GRAY",1,16,4,4,1,1,4,1,1,4,4,4,4,1,1,1,4,4,1,1,3,3
"1636","GRAY",1,17,4,4,1,1,4,1,2,3,1,3,3,1,1,1,3,4,1,1,3,3
"1637","GRAY",1,18,4,4,1,1,4,1,1,1,2,3,4,1,1,2,2,2,1,1,3,4
"1638","GRAY",1,19,3,2,1,1,2,1,3,2,2,2,2,1,1,2,2,2,3,1,2,2
"1639","GRAY",1,20,2,2,3,3,4,2,4,2,3,3,2,2,1,2,2,2,3,1,1,3
"1640","GRAY",1,21,2,3,3,3,2,1,2,1,4,2,3,1,1,3,2,2,3,3,1,2
"1641","GRAY",1,22,4,4,1,2,4,1,2,4,1,4,3,1,1,1,3,4,2,1,4,4
"1642","GRAY",1,23,2,4,1,1,4,3,1,4,1,3,4,1,1,3,3,3,1,2,4,4
"1643","GRAY",1,24,4,4,1,1,4,1,3,4,1,4,4,1,1,1,4,4,2,1,3,4
"1644","GRAY",1,25,4,4,2,1,4,1,1,2,2,4,4,1,1,1,4,4,1,1,4,4
"1645","GRAY",1,26,4,3,1,1,4,1,1,3,2,3,3,2,1,1,3,4,1,1,1,4
"1646","GRAY",1,27,3,3,2,1,2,1,2,3,3,2,2,2,2,2,2,3,2,1,2,2
"1647","GRAY",1,28,4,3,2,1,4,1,1,2,1,3,3,1,1,1,4,4,1,1,1,3
"1648","GRAY",1,29,3,3,2,1,3,2,3,1,2,3,3,2,1,1,3,2,3,1,2,3
"1649","GRAY",1,30,4,3,1,2,3,2,4,3,3,3,4,1,1,1,3,3,3,1,2,2
"1650","GRAY",1,31,3,3,3,1,2,3,2,3,1,3,3,2,1,4,2,2,3,1,2,2
"1651","GRAY",1,32,2,2,2,1,2,3,2,1,2,2,2,1,1,1,1,1,2,1,1,1
"1652","GRAY",1,33,3,3,1,1,3,1,1,3,2,3,3,1,1,1,3,3,2,1,2,3
"1653","GRAY",1,34,4,4,2,1,2,1,2,1,1,3,3,1,1,1,3,3,2,1,2,3
"1654","GRAY",1,35,3,3,2,1,3,1,1,2,2,3,3,1,1,1,3,3,1,1,2,3
"1655","GRAY",1,37,2,3,2,1,2,2,4,2,2,1,2,2,2,2,2,2,1,1,1,2
"1656","GRAY",1,38,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,1,3
"1657","GRAY",1,39,4,4,2,1,4,2,1,3,1,4,4,1,1,1,4,2,1,1,2,2
"1658","GRAY",1,40,4,3,1,1,4,1,1,4,2,4,3,1,1,1,3,3,1,NA,3,3
"1659","GRAY",1,41,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1
"1660","GRAY",1,42,3,3,2,1,3,1,1,3,2,2,4,1,2,2,2,3,1,2,3,3
"1661","GRAY",1,43,3,4,1,1,4,1,1,4,2,3,4,2,1,1,3,3,1,1,3,4
"1662","GRAY",1,44,3,4,2,1,2,1,1,2,1,2,3,1,1,2,3,3,2,1,1,2
"1663","GRAY",1,45,3,3,2,1,3,1,1,2,2,3,2,2,1,1,3,3,1,1,1,2
"1664","GRAY",1,46,3,3,1,3,3,2,2,1,1,2,3,1,1,1,3,1,2,1,2,2
"1665","GRAY",1,47,2,4,2,1,3,1,1,1,2,2,4,3,3,2,3,4,1,1,3,3
"1666","GRAY",1,49,3,3,1,1,3,1,1,3,1,3,2,1,1,1,3,3,1,1,1,2
"1667","GRAY",1,51,4,3,1,1,3,1,1,4,1,3,3,2,1,1,2,4,1,1,3,4
"1668","GRAY",1,52,2,4,3,2,2,2,1,3,3,2,3,2,2,2,2,3,1,2,3,3
"1669","GRAY",1,53,4,4,1,1,4,1,1,3,1,3,4,2,1,1,3,2,1,1,3,4
"1670","GRAY",1,54,2,3,2,1,4,1,2,4,2,3,4,1,1,1,2,4,1,3,4,4
"1671","GRAY",1,55,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,3,3
"1672","GRAY",1,56,4,3,1,1,3,1,2,2,1,2,3,1,1,1,3,2,2,1,2,3
"1673","GRAY",1,57,3,2,3,3,2,2,2,1,3,2,1,3,2,3,2,1,3,2,1,2
"1674","GRAY",1,58,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4
"1675","GRAY",1,60,3,2,1,1,3,1,2,3,2,2,3,1,1,1,2,3,2,NA,2,3
"1676","GRAY",1,61,4,4,1,1,3,1,1,2,1,3,3,1,1,1,2,3,1,1,3,4
"1677","GRAY",1,62,3,3,1,1,3,1,1,3,2,3,3,1,1,1,3,3,1,1,3,3
"1678","GRAY",1,63,4,3,1,2,3,3,3,1,2,3,3,1,1,1,4,3,2,2,2,2
"1679","GRAY",1,64,4,4,1,2,4,1,1,3,2,4,4,1,1,1,4,4,1,1,3,4
"1680","GRAY",1,65,3,3,1,1,2,1,3,1,2,2,3,1,1,1,3,2,2,1,1,2
"1681","GRAY",1,66,4,4,1,1,2,1,1,3,1,3,3,1,1,1,3,2,1,1,2,2
"1682","GRAY",1,67,1,2,4,2,2,2,2,1,2,1,2,1,1,1,1,1,3,1,1,1
"1683","GRAY",1,68,3,3,1,1,2,2,2,1,1,3,2,1,1,1,2,2,2,1,2,2
"1684","GRAY",1,69,4,4,1,1,4,1,1,4,2,4,3,1,1,1,4,3,1,1,3,4
"1685","GRAY",1,70,2,3,2,1,2,2,1,3,4,3,2,1,4,3,2,3,2,2,2,1
"1686","GRAY",1,71,3,3,2,2,2,1,1,3,3,3,4,1,2,1,3,3,1,1,3,3
"1687","GRAY",1,72,4,4,1,2,4,1,2,4,1,3,4,1,1,1,4,4,2,1,3,4
"1688","GRAY",1,73,4,4,1,1,4,1,2,3,2,4,4,1,1,1,4,3,1,1,2,4
"1689","GRAY",1,74,4,4,1,1,2,2,2,4,1,3,4,1,1,1,4,4,1,1,1,1
"1690","GRAY",1,75,2,4,2,1,3,1,1,3,2,2,3,2,2,2,2,3,2,1,1,2
"1691","GRAY",1,76,3,3,2,2,3,2,3,2,2,2,3,2,2,2,3,3,2,1,2,2
"1692","GRAY",1,77,4,4,1,1,3,1,2,2,1,2,2,1,1,1,3,3,1,1,2,3
"1693","GRAY",1,78,4,3,1,1,4,1,2,2,2,4,3,1,1,1,4,3,2,1,2,2
"1694","GRAY",1,79,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,4,4
"1695","GRAY",1,80,4,4,1,1,4,1,2,4,3,4,3,2,1,1,4,4,1,1,2,4
"1696","GRAY",1,81,4,4,1,2,4,1,2,4,1,4,3,1,1,1,1,1,2,1,3,3
"1697","GRAY",1,82,2,4,3,1,2,2,1,3,3,2,4,1,1,2,2,4,1,1,2,2
"1698","GRAY",1,83,2,3,2,1,3,2,2,3,2,3,3,2,2,3,2,3,2,2,2,3
"1699","GRAY",1,84,2,3,2,3,2,2,4,1,1,2,3,2,1,2,2,1,3,1,2,2
"1700","GRAY",1,85,4,3,1,1,4,1,1,2,1,3,4,1,1,1,4,1,1,1,4,4
"1701","GRAY",1,86,3,3,1,1,3,1,1,3,1,3,3,1,2,1,3,2,1,1,1,1
"1702","GRAY",1,87,3,3,2,1,3,1,1,2,2,3,4,2,1,2,2,3,1,1,3,3
"1703","GRAY",1,89,4,4,3,1,3,1,1,4,3,4,4,2,1,4,3,4,2,1,2,4
"1704","GRAY",1,90,3,3,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1
"1705","GRAY",1,91,4,4,1,2,4,1,1,4,2,3,3,1,3,3,2,4,1,2,3,3
"1706","GRAY",1,92,4,3,2,3,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"1707","GRAY",1,93,3,3,1,1,3,1,1,2,1,3,2,1,2,1,2,2,2,1,2,2
"1708","GRAY",1,94,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,3,1,1,3,4
"1709","GRAY",1,95,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,1,4,4
"1710","GRAY",1,96,1,2,4,3,1,4,4,2,4,2,2,4,3,4,1,1,4,4,2,2
"1711","GRAY",1,97,4,3,2,3,3,1,3,4,1,4,3,1,1,1,4,3,1,1,1,3
"1712","GRAY",1,98,1,2,4,4,2,4,4,2,4,2,2,4,4,3,2,1,4,4,2,2
"1713","GRAY",1,99,4,4,1,1,3,1,1,3,1,3,3,1,1,1,3,4,1,1,2,3
"1714","GRAY",1,100,3,3,2,2,3,2,4,1,NA,1,3,NA,NA,3,1,2,4,2,2,2
"1715","GRAY",1,101,2,3,2,1,2,1,1,3,3,3,3,2,2,1,2,3,1,2,3,4
"1716","GRAY",1,102,2,2,4,2,2,4,3,1,2,1,2,4,3,3,2,1,4,2,2,2
"1717","GRAY",1,103,4,4,1,1,3,1,2,2,1,3,4,1,1,1,3,3,2,1,2,3
"1718","GRAY",1,104,4,4,1,1,4,1,1,3,3,3,4,1,1,1,4,4,1,1,3,3
"1719","GRAY",1,105,2,3,2,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2
"1720","GRAY",1,106,4,4,1,1,4,1,2,3,1,3,4,1,1,1,4,4,2,1,2,3
"1721","HOME",1,1,2,2,1,1,2,1,1,2,1,3,3,2,2,1,2,2,1,1,1,2
"1722","HOME",1,2,2,2,1,1,2,1,1,3,1,2,3,1,1,1,2,2,1,2,3,3
"1723","HOME",1,3,4,3,2,1,3,1,2,1,2,3,3,1,1,1,3,3,1,1,2,3
"1724","HOME",1,4,3,2,1,1,2,1,1,4,2,3,3,2,2,1,2,3,1,1,2,4
"1725","HOME",1,5,2,3,1,1,3,1,1,2,1,2,2,1,1,1,2,3,2,2,2,3
"1726","HOME",1,6,2,3,1,1,3,1,1,3,3,4,2,2,1,1,2,4,1,1,4,4
"1727","HOME",1,7,4,3,1,1,3,1,1,3,1,1,3,1,1,1,4,3,1,1,1,2
"1728","HOME",1,8,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2
"1729","HOME",1,9,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2
"1730","HOME",1,10,2,3,2,1,2,1,3,2,3,2,2,3,1,3,2,2,3,1,1,2
"1731","HOME",1,11,3,3,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2
"1732","HOME",1,12,3,4,2,1,3,1,1,3,1,3,4,2,1,1,3,4,1,2,4,4
"1733","HOME",1,13,4,3,1,1,4,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"1734","HOME",1,14,2,2,3,3,2,2,4,2,3,2,1,2,2,3,2,2,3,2,1,1
"1735","HOME",1,15,3,1,1,2,1,4,3,3,1,2,1,3,1,1,2,1,4,1,1,2
"1736","HOME",1,16,3,3,1,1,2,1,1,1,1,3,3,1,4,2,2,2,1,1,1,2
"1737","HOME",1,17,3,3,2,2,2,2,4,3,2,2,3,2,2,3,2,2,4,2,2,2
"1738","HOME",1,18,2,2,2,1,2,2,2,2,2,3,1,2,2,1,2,2,2,1,2,2
"1739","HOME",1,19,2,2,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1
"1740","HOME",1,20,4,2,1,1,3,1,1,2,1,3,2,1,1,1,3,3,1,1,2,3
"1741","HOME",1,21,3,3,2,1,2,1,2,2,2,3,3,1,1,1,2,3,3,1,2,4
"1742","HOME",1,22,2,3,3,1,2,2,2,1,4,2,4,4,4,4,1,2,2,2,2,2
"1743","HOME",1,23,4,3,1,1,3,1,2,3,2,3,3,1,1,2,3,3,1,1,3,2
"1744","HOME",1,123,3,3,2,1,2,1,1,2,3,2,4,2,2,3,2,3,2,2,3,3
"1745","HOME",1,24,4,4,1,1,3,1,1,2,1,2,4,1,1,1,4,1,1,1,1,1
"1746","HOME",1,25,2,3,2,1,3,1,2,1,2,3,3,2,2,1,3,2,1,1,1,2
"1747","HOME",1,26,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1748","HOME",1,27,2,1,3,1,2,2,4,3,3,2,1,3,2,1,1,1,2,1,1,2
"1749","HOME",1,28,4,4,1,1,4,1,1,1,1,4,4,1,1,1,4,4,1,1,1,3
"1750","HOME",1,29,3,2,3,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1
"1751","HOME",1,30,4,4,1,1,4,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"1752","HOME",1,31,2,2,3,1,2,1,2,2,2,2,1,3,3,3,2,4,2,3,3,3
"1753","HOME",1,32,3,3,2,1,3,1,1,3,1,2,3,2,1,2,3,2,1,1,1,1
"1754","HOME",1,33,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,2,1,1,2,3
"1755","HOME",1,34,2,3,NA,1,2,1,2,2,2,3,4,2,2,1,2,2,2,2,3,3
"1756","HOME",1,35,3,3,1,1,3,1,1,2,2,3,3,2,2,1,2,3,2,1,1,3
"1757","HOME",1,36,2,2,3,2,2,3,3,2,3,2,3,2,2,2,2,2,3,2,2,2
"1758","HOME",1,37,4,4,1,1,4,2,2,2,1,4,4,1,1,1,4,3,1,1,2,3
"1759","HOME",1,38,2,3,1,1,3,3,2,2,1,3,3,1,2,2,2,4,4,2,3,4
"1760","HOME",1,39,3,3,1,2,2,2,3,2,2,3,2,3,2,2,2,3,3,3,2,2
"1761","HOME",1,40,1,1,3,1,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1
"1762","HOME",1,41,3,3,2,1,3,1,1,2,2,3,3,1,1,1,3,2,1,1,1,3
"1763","HOME",1,42,4,4,1,1,2,1,2,1,2,2,3,2,1,1,3,3,1,1,2,3
"1764","HOME",1,43,2,2,1,1,2,1,1,2,3,3,2,1,3,2,2,2,1,1,1,2
"1765","HOME",1,44,3,1,2,4,3,3,2,4,2,2,3,1,1,1,3,2,2,1,1,2
"1766","HOME",1,45,3,3,1,1,3,1,2,2,2,3,3,2,1,1,3,4,2,1,3,3
"1767","HOME",1,46,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2
"1768","HOME",1,47,3,3,1,1,3,1,1,2,1,2,3,1,1,1,3,3,1,1,2,3
"1769","HOME",1,48,2,1,2,1,1,3,2,1,3,1,1,2,1,1,2,1,3,1,1,1
"1770","HOME",1,49,3,3,1,1,3,2,1,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA
"1771","HOME",1,50,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2
"1772","HOME",1,51,3,4,2,1,2,1,1,2,1,3,3,2,3,1,2,3,1,3,4,4
"1773","HOME",1,52,3,2,1,1,3,1,2,2,1,2,2,1,1,1,3,2,1,1,2,3
"1774","HOME",1,53,2,3,2,1,2,1,1,2,2,2,3,2,2,1,2,2,1,1,1,2
"1775","HOME",1,54,2,2,3,1,2,1,2,1,2,2,2,2,3,2,2,4,2,2,1,1
"1776","HOME",1,55,2,3,3,1,2,3,1,4,2,2,2,2,2,2,2,2,2,1,1,2
"1777","HOME",1,56,2,4,3,1,3,1,1,2,2,3,2,2,2,1,2,2,2,1,2,3
"1778","HOME",1,57,2,4,1,1,3,1,1,2,1,2,3,1,3,1,2,1,1,1,1,1
"1779","HOME",1,58,3,2,1,1,2,1,2,2,1,3,2,2,1,1,2,2,1,1,2,3
"1780","HOME",1,59,3,2,1,1,3,1,2,2,1,3,3,1,1,1,3,3,2,1,2,3
"1781","HOME",1,60,4,4,1,1,4,1,1,3,1,4,2,1,1,1,4,4,1,1,4,4
"1782","HOME",1,61,3,3,1,1,3,1,1,3,1,3,2,1,1,1,3,2,1,1,3,3
"1783","HOME",1,62,3,4,2,1,3,1,1,1,2,3,3,1,1,1,3,3,1,1,3,3
"1784","HOME",1,63,3,2,1,1,3,1,2,1,2,3,1,1,1,1,3,2,1,1,1,1
"1785","HOME",1,64,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2
"1786","HOME",1,65,4,4,2,1,4,2,1,3,2,3,4,1,1,1,3,4,1,1,3,4
"1787","HOME",1,67,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2
"1788","HOME",2,1,2,2,2,1,2,1,1,2,2,2,3,1,1,1,2,2,1,1,2,2
"1789","HOME",2,2,2,2,1,1,2,1,1,2,1,1,3,1,1,1,3,2,1,1,2,3
