"","study","time","id","pleasant","nervous","not.satisfied","wish.happy","failure","rested","calm","difficulties","worry","happy","disturbing.thoughts","lack.self.confidence","secure","decisive","inadequate","content","thoughts.bother","disappointments","steady","tension"
"1038","IMPS","1",76,2,2,1,2,2,2,3,4,1,4,4,1,1,3,1,3,2,1,3,1
"1039","IMPS","1",77,3,2,1,1,1,2,4,2,2,4,1,1,4,2,2,4,2,1,4,2
"1040","IMPS","1",78,3,2,2,2,1,3,3,1,2,3,2,2,3,2,1,3,2,1,4,1
"1041","IMPS","1",79,3,2,2,2,1,2,2,2,2,3,2,2,3,1,1,3,2,2,3,1
"1042","IMPS","1",80,3,2,2,2,1,3,3,2,2,3,2,2,3,2,2,3,2,1,3,2
"1043","IMPS","1",81,2,2,1,1,2,2,4,2,2,3,1,2,3,1,1,3,2,1,3,2
"1044","IMPS","1",82,4,2,1,1,1,3,4,1,1,4,2,1,4,1,2,4,1,1,3,1
"1045","IMPS","1",83,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2
"1046","IMPS","1",84,3,3,1,2,1,2,4,3,3,3,2,1,3,2,1,4,3,2,3,3
"1047","IMPS","1",85,4,1,2,1,2,4,4,1,1,4,2,1,4,3,1,4,2,1,4,1
"1048","IMPS","1",86,3,2,1,1,1,2,4,3,2,3,1,1,3,3,1,3,2,1,3,2
"1049","IMPS","1",88,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,3,2,3,2,3
"1050","IMPS","1",89,2,2,2,3,2,1,3,2,2,2,3,3,2,1,2,2,3,2,3,2
"1051","IMPS","1",90,4,2,1,2,1,2,2,2,1,4,1,1,4,4,1,4,1,1,4,1
"1052","IMPS","1",92,4,2,2,1,1,3,2,1,2,4,2,1,4,2,2,4,2,2,4,1
"1053","IMPS","1",95,3,2,2,2,1,2,2,1,3,3,2,2,3,3,1,3,2,1,3,1
"1054","IMPS","1",101,3,2,2,2,2,2,1,2,3,2,3,3,2,2,3,2,2,4,3,4
"1055","IMPS","1",102,3,1,1,1,1,3,3,2,2,4,2,1,4,2,1,4,2,3,3,2
"1056","IMPS","1",105,4,3,2,1,1,1,1,3,3,3,2,2,3,2,2,4,1,4,3,1
"1057","IMPS","1",110,3,2,1,2,2,3,4,1,2,3,2,2,3,3,1,3,1,3,4,1
"1058","IMPS","1",131,2,3,1,3,2,2,3,2,3,2,2,3,2,2,2,2,3,2,3,2
"1059","IMPS","1",143,3,2,2,2,2,2,3,2,2,3,2,2,3,3,2,3,2,2,3,2
"1060","IMPS","1",156,3,2,2,2,1,3,3,2,2,3,2,1,3,4,3,NA,2,2,4,2
"1061","IMPS","1",169,2,1,1,3,3,3,4,3,2,3,3,1,4,1,1,3,3,3,4,3
"1062","IMPS","1",189,4,2,1,2,1,1,3,2,1,4,2,1,4,2,2,4,2,1,2,1
"1063","IMPS","1",205,4,1,1,1,1,3,4,2,1,4,1,1,4,4,1,4,1,1,4,1
"1064","IMPS","1",231,4,2,1,2,1,3,3,2,3,4,2,2,3,2,1,4,2,2,4,3
"1065","ITEM","1",101,2,3,3,3,2,2,2,3,3,1,3,4,1,2,3,2,3,3,2,3
"1066","ITEM","1",102,3,2,2,4,2,2,2,3,4,3,2,1,3,3,2,2,4,4,3,4
"1067","ITEM","1",103,2,2,1,2,1,1,4,2,2,2,1,1,4,4,2,2,1,1,4,3
"1068","ITEM","1",104,2,2,2,3,2,4,3,2,3,2,3,4,2,2,2,2,2,2,2,2
"1069","ITEM","1",105,2,4,3,3,3,1,1,4,3,2,3,3,2,3,3,2,3,4,2,4
"1070","ITEM","1",106,2,1,1,2,1,2,4,2,2,2,3,2,3,2,2,2,2,3,4,2
"1071","ITEM","1",107,3,2,2,4,2,2,2,2,4,3,2,3,2,2,2,2,3,2,2,3
"1072","ITEM","1",108,4,2,1,1,1,4,4,1,1,4,1,1,4,3,1,4,1,1,4,1
"1073","ITEM","1",109,3,2,2,3,2,3,3,2,3,3,3,1,3,2,2,2,3,2,2,1
"1074","ITEM","1",110,3,2,1,2,1,3,3,1,1,4,2,1,4,2,1,3,2,2,3,1
"1075","ITEM","1",111,2,3,2,1,1,2,2,1,2,2,1,2,3,2,2,2,1,1,3,1
"1076","ITEM","1",112,3,2,1,2,2,3,2,2,1,3,3,2,3,2,2,3,1,2,4,3
"1077","ITEM","1",113,4,1,1,1,1,3,4,2,2,4,3,1,4,3,1,4,2,1,4,1
"1078","ITEM","1",114,3,2,1,2,2,1,3,2,3,3,1,1,4,2,1,4,4,2,3,3
"1079","ITEM","1",115,3,3,1,2,3,2,3,1,2,3,2,2,3,2,1,3,1,1,3,1
"1080","ITEM","1",116,3,2,2,2,1,3,3,3,2,3,2,2,3,3,2,3,2,2,3,2
"1081","ITEM","1",117,2,3,2,2,3,1,2,2,4,3,2,3,1,2,1,2,3,2,1,2
"1082","ITEM","1",118,3,2,1,1,2,2,3,1,2,4,2,1,4,2,1,4,2,2,3,2
"1083","ITEM","1",119,4,3,2,2,1,2,3,2,2,4,2,2,3,2,2,3,2,1,3,2
"1084","ITEM","1",120,2,1,1,1,1,1,4,2,1,3,1,1,3,1,1,2,1,2,3,2
"1085","ITEM","1",121,4,2,2,1,2,2,3,2,2,4,2,1,4,2,2,4,2,2,4,1
"1086","ITEM","1",122,2,2,3,3,2,2,2,1,2,3,4,3,2,4,2,2,2,2,3,1
"1087","ITEM","1",123,3,2,1,1,1,2,3,1,2,4,1,1,3,2,2,3,2,2,4,2
"1088","ITEM","1",124,3,2,2,3,2,2,1,3,4,3,1,2,3,4,2,2,3,1,3,3
"1089","ITEM","1",125,3,2,1,1,1,2,3,3,1,3,2,1,3,2,1,3,1,1,3,2
"1090","ITEM","1",126,4,2,2,3,1,4,4,2,1,4,2,1,4,2,1,3,2,1,4,2
"1091","ITEM","1",127,4,3,1,1,1,2,3,2,1,4,1,1,3,2,1,3,1,1,3,1
"1092","ITEM","1",128,2,3,1,2,1,2,3,2,2,2,3,1,3,2,2,1,3,2,3,2
"1093","ITEM","1",129,3,2,2,2,3,2,3,2,3,4,2,3,2,4,2,4,2,1,3,1
"1094","ITEM","1",130,4,2,1,2,1,3,3,4,1,3,2,1,3,4,1,3,2,1,4,2
"1095","ITEM","1",131,4,2,1,2,1,4,4,1,2,4,2,1,4,1,1,4,1,2,4,2
"1096","ITEM","1",132,2,2,1,2,1,2,3,2,2,3,1,2,2,2,2,3,2,1,3,2
"1097","ITEM","1",133,4,2,2,2,1,2,4,3,2,4,2,2,4,2,2,3,2,2,3,1
"1098","ITEM","1",134,3,3,1,2,2,2,2,3,2,3,2,3,2,3,2,3,2,2,3,2
"1099","ITEM","1",135,3,2,1,2,1,3,3,2,3,3,2,1,3,2,2,3,2,1,3,2
"1100","ITEM","1",136,3,3,2,3,1,2,3,3,2,3,2,3,2,2,2,3,2,1,3,1
"1101","ITEM","1",137,4,3,1,1,1,3,4,1,2,4,1,1,4,1,1,4,1,1,4,1
"1102","ITEM","1",138,3,1,2,2,1,3,2,1,2,4,2,2,3,3,2,3,2,1,3,1
"1103","ITEM","1",139,4,1,1,1,1,3,4,2,1,4,1,1,4,2,2,4,2,1,4,1
"1104","ITEM","1",140,3,1,1,1,2,3,3,1,2,3,1,1,4,2,1,4,2,1,4,2
"1105","ITEM","1",141,3,3,1,2,2,1,3,2,2,3,2,2,2,2,2,3,2,2,3,3
"1106","ITEM","1",142,4,2,1,1,1,2,3,2,1,4,2,1,4,1,1,3,2,2,3,2
"1107","ITEM","1",143,3,2,1,1,1,2,3,2,3,3,2,1,4,2,1,3,1,1,4,1
"1108","ITEM","1",144,1,4,2,2,2,1,4,1,2,1,1,2,1,2,1,1,4,1,4,1
"1109","ITEM","1",145,3,2,1,2,2,2,3,2,3,3,1,2,4,2,1,3,2,1,3,1
"1110","ITEM","1",146,3,2,2,1,1,2,3,2,2,4,1,1,3,4,1,3,1,1,3,1
"1111","ITEM","1",147,4,2,1,2,2,2,3,2,2,4,3,2,3,2,2,4,2,1,4,1
"1112","ITEM","1",148,3,3,2,2,2,3,4,2,2,3,2,2,2,4,2,3,2,2,2,4
"1113","ITEM","1",149,3,2,1,1,1,2,3,2,2,3,1,2,3,3,2,3,1,2,3,1
"1114","Maps","1",1,4,2,1,1,1,3,4,2,1,4,1,1,4,2,1,4,1,1,4,1
"1115","Maps","1",2,3,1,2,2,2,3,3,2,2,3,4,2,3,3,1,3,2,2,3,2
"1116","Maps","1",3,3,1,1,3,2,2,4,2,2,3,2,3,2,1,1,3,2,1,4,2
"1117","Maps","1",4,2,3,2,2,2,2,2,3,3,3,2,3,2,4,2,2,3,3,3,3
"1118","Maps","1",5,3,2,1,2,2,3,2,1,1,4,3,1,3,3,1,3,2,3,3,3
"1119","Maps","1",6,2,2,2,3,1,1,1,1,3,2,4,3,3,1,1,3,3,4,2,2
"1120","Maps","1",7,4,4,1,1,2,2,2,2,1,3,3,1,3,3,1,3,2,2,3,NA
"1121","Maps","1",8,4,2,2,2,2,2,4,1,1,3,1,1,4,2,2,4,1,1,1,1
"1122","Maps","1",9,4,1,1,1,2,4,4,1,1,4,1,1,4,1,1,4,1,1,3,1
"1123","Maps","1",10,3,2,1,2,1,3,4,2,2,3,4,1,4,2,2,3,2,1,3,1
"1124","Maps","1",11,2,1,2,3,1,2,3,2,2,3,3,2,3,1,2,3,2,3,3,3
"1125","Maps","1",12,4,1,2,1,1,3,3,1,1,4,3,1,3,2,2,3,2,2,2,1
"1126","Maps","1",13,4,1,1,1,1,3,4,1,2,4,1,1,4,2,1,4,1,1,4,1
"1127","Maps","1",14,4,1,1,1,1,3,4,1,2,4,1,1,4,1,1,4,2,1,4,1
"1128","Maps","1",15,4,1,1,1,1,2,4,1,1,4,2,1,4,2,2,4,2,1,3,1
"1129","Maps","1",16,4,2,2,2,1,2,4,2,4,4,4,2,3,2,2,3,3,3,2,3
"1130","Maps","1",17,3,2,2,3,3,2,2,4,4,3,4,3,2,3,2,3,4,4,3,3
"1131","Maps","1",18,3,2,2,2,1,3,3,2,3,4,3,1,4,3,1,1,2,2,4,2
"1132","Maps","1",19,2,1,2,3,1,2,3,2,3,2,4,2,2,1,2,2,1,1,4,2
"1133","Maps","1",20,3,3,1,2,3,2,3,1,2,3,1,2,3,1,2,2,2,1,3,1
"1134","Maps","1",21,4,2,1,2,1,2,3,2,1,3,2,1,3,2,2,3,2,2,3,1
"1135","Maps","1",22,3,2,1,1,1,2,2,2,2,2,2,2,3,2,1,2,1,1,3,1
"1136","Maps","1",23,3,2,2,2,1,1,2,2,2,3,3,2,3,3,2,3,2,1,3,2
"1137","Maps","1",24,3,2,1,2,1,2,2,2,2,4,3,1,3,2,1,3,1,2,3,1
"1138","Maps","1",25,3,3,1,2,1,2,3,2,3,3,3,1,3,1,2,3,2,2,3,2
"1139","Maps","1",26,3,3,2,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,3,2
"1140","Maps","1",27,4,2,1,1,1,3,4,1,2,4,2,2,3,3,1,4,2,1,3,1
"1141","Maps","1",28,3,1,1,1,2,3,4,1,2,4,2,1,4,4,1,4,1,2,4,1
"1142","Maps","1",29,3,2,1,3,3,2,3,2,2,3,1,2,3,3,1,3,3,2,3,2
"1143","Maps","1",30,3,2,2,1,1,2,2,1,1,4,2,1,4,2,2,4,2,2,2,2
"1144","Maps","1",31,4,1,1,1,1,3,4,1,1,4,1,1,3,1,2,4,1,1,4,1
"1145","Maps","1",32,2,3,2,4,1,1,1,4,4,2,4,3,2,2,3,1,3,4,2,3
"1146","Maps","1",33,4,4,1,1,2,2,3,2,4,4,2,2,4,2,2,4,2,3,3,2
"1147","Maps","1",34,4,2,2,2,1,2,2,2,3,3,4,2,2,2,2,4,2,2,4,2
"1148","Maps","1",35,3,2,2,1,2,3,2,2,3,4,3,2,4,3,2,4,2,2,4,2
"1149","Maps","1",36,2,2,2,3,2,2,3,1,2,2,3,3,2,3,2,2,1,2,3,1
"1150","Maps","1",37,3,2,2,2,2,1,4,2,2,3,2,2,3,2,2,4,1,2,4,3
"1151","Maps","1",38,3,2,2,2,2,2,3,2,1,3,1,2,3,2,2,3,1,1,4,2
"1152","Maps","1",39,4,2,1,2,2,3,3,1,3,4,3,1,4,4,2,2,2,2,4,2
"1153","Maps","1",40,2,4,2,4,2,2,3,3,2,2,2,3,2,2,3,1,2,2,3,3
"1154","Maps","1",41,4,2,2,2,1,2,4,2,2,3,2,2,3,3,2,4,2,2,4,2
"1155","Maps","1",42,4,2,1,1,1,3,3,1,1,4,2,2,3,2,2,4,1,2,4,1
"1156","Maps","1",43,4,2,1,1,1,3,4,1,1,4,1,1,4,2,1,4,2,1,4,1
"1157","Maps","1",44,2,2,2,4,3,2,2,3,4,2,4,2,2,3,3,2,4,2,2,4
"1158","Maps","1",45,3,1,1,1,1,2,3,2,2,4,2,2,3,2,1,4,2,2,3,2
"1159","Maps","1",46,3,3,2,3,1,2,3,2,3,3,2,2,2,2,2,3,2,2,3,2
"1160","Maps","1",47,2,2,3,3,2,1,2,3,4,2,3,3,2,3,3,1,3,2,2,3
"1161","Maps","1",48,3,2,2,2,1,1,2,2,3,3,2,2,3,3,2,3,2,2,2,2
"1162","Maps","1",49,3,2,2,1,1,1,2,2,2,4,4,1,4,2,2,1,4,2,2,4
"1163","Maps","1",50,3,2,1,2,1,2,3,1,1,4,2,2,3,2,2,3,1,2,3,1
"1164","Maps","1",51,3,1,2,2,2,2,2,3,3,2,2,2,3,4,2,3,2,2,3,2
"1165","Maps","1",52,2,1,2,2,2,2,2,2,2,2,4,3,2,3,2,2,2,4,2,4
"1166","Maps","1",53,3,2,2,1,1,2,2,2,3,3,3,2,3,4,2,3,2,2,3,2
"1167","Maps","1",54,3,2,1,2,1,3,2,3,3,2,2,2,2,4,1,2,3,2,2,3
"1168","Maps","1",55,4,2,2,2,1,3,3,2,2,4,2,1,3,2,1,3,1,2,4,1
"1169","Maps","1",56,3,2,1,2,1,3,4,1,2,4,2,1,4,2,1,3,2,1,4,1
"1170","Maps","1",57,3,2,2,2,1,2,3,2,3,3,2,1,4,3,1,3,2,1,3,2
"1171","Maps","1",58,3,2,2,2,1,2,3,1,1,3,1,1,3,1,2,4,2,1,3,1
"1172","Maps","1",59,2,1,1,2,2,4,4,2,2,3,2,2,2,2,2,3,2,2,4,2
"1173","Maps","1",60,3,2,1,2,2,3,4,2,1,4,2,1,4,3,4,3,1,2,3,2
"1174","Maps","1",61,4,1,1,1,1,3,4,1,1,4,2,1,4,2,1,4,1,1,4,1
"1175","Maps","1",62,4,2,1,1,1,2,4,1,1,4,3,1,4,1,1,4,2,2,4,1
"1176","Maps","1",63,3,2,1,3,4,2,1,4,3,2,1,4,1,2,2,2,3,3,2,3
"1177","Maps","1",64,3,2,1,2,1,3,4,2,3,3,2,3,2,2,1,3,1,1,3,1
"1178","Maps","1",65,2,2,2,1,1,2,3,2,1,3,2,1,4,1,1,2,2,1,4,1
"1179","Maps","1",66,2,3,1,3,1,2,3,3,3,2,3,2,2,1,2,2,3,3,2,3
"1180","Maps","1",67,3,2,2,3,1,2,2,2,2,3,2,2,3,2,2,3,2,2,2,1
"1181","Maps","1",68,4,1,1,1,1,2,4,2,1,4,1,1,4,1,2,4,3,3,4,2
"1182","Maps","1",69,3,2,2,2,1,1,2,2,3,3,3,4,1,2,2,2,2,1,1,2
"1183","Maps","1",70,3,2,1,2,1,3,3,2,2,3,4,1,3,3,1,3,1,2,3,2
"1184","Maps","1",71,4,3,2,2,1,2,3,3,3,4,3,1,4,2,2,3,3,2,3,1
"1185","Maps","1",72,3,2,2,1,2,2,2,3,3,3,4,3,2,4,2,3,3,3,3,2
"1186","Maps","1",73,4,2,1,2,2,2,4,1,1,3,2,2,4,2,1,4,1,1,4,2
"1187","Maps","1",74,3,2,1,1,1,2,3,1,2,3,4,2,3,2,1,3,2,2,3,1
"1188","Maps","1",75,3,2,1,1,1,3,3,2,2,3,2,2,3,2,1,3,2,1,2,1
"1189","Maps","1",76,2,3,2,4,3,1,1,4,2,2,4,4,2,4,2,2,1,1,3,4
"1190","Maps","1",77,4,2,1,1,1,2,4,2,3,3,1,1,4,3,1,3,3,1,3,3
"1191","Maps","1",78,3,2,2,1,1,3,3,1,2,3,3,3,2,3,1,3,2,1,3,1
"1192","Maps","1",79,2,2,2,3,2,1,1,3,3,2,4,2,2,2,3,2,2,3,2,2
"1193","Maps","1",80,3,3,1,2,1,1,4,2,3,3,2,1,4,1,2,3,3,2,3,1
"1194","Maps","1",81,2,1,2,2,3,4,4,1,2,2,2,2,2,4,2,2,3,1,4,2
"1195","Maps","1",82,4,2,1,2,2,3,2,1,2,3,1,2,3,3,2,3,2,2,3,1
"1196","Maps","1",83,4,3,1,1,2,3,4,1,2,4,2,1,4,2,1,4,2,1,4,2
"1197","Maps","1",84,4,2,2,1,1,2,3,2,1,4,1,1,4,1,2,3,2,1,4,2
"1198","Maps","1",85,4,2,1,1,1,NA,4,1,1,4,1,1,4,2,1,4,2,1,4,1
"1199","Maps","1",86,4,1,1,1,1,4,4,1,1,4,1,2,4,2,2,4,1,1,4,1
"1200","Maps","1",87,2,2,2,3,2,2,3,2,2,3,3,1,3,2,2,2,2,2,3,2
"1201","Maps","1",88,3,1,2,2,1,3,3,2,1,3,3,2,3,2,2,3,2,2,3,1
"1202","Maps","1",89,4,1,2,1,1,3,1,2,4,4,4,2,4,2,2,4,3,2,4,2
"1203","Maps","1",90,3,2,2,2,2,2,3,1,2,3,2,2,3,3,2,3,2,1,3,1
"1204","Maps","1",91,3,3,1,2,1,2,3,2,1,4,1,2,4,4,1,3,2,1,4,1
"1205","Maps","1",92,3,2,1,1,2,3,3,2,2,4,2,2,2,2,2,3,2,1,3,1
"1206","Maps","1",93,2,2,1,4,4,1,1,4,4,2,4,4,1,2,4,1,4,4,1,4
"1207","Maps","1",94,3,2,1,2,2,1,3,2,3,2,3,3,2,2,2,2,2,2,2,1
"1208","Maps","1",95,3,1,1,1,1,4,4,2,1,4,1,2,3,3,1,4,2,3,3,1
"1209","Maps","1",96,2,3,4,4,4,1,1,4,4,1,4,3,1,1,4,1,3,4,2,3
"1210","Maps","1",97,3,2,1,2,2,1,2,3,2,3,4,2,3,2,2,3,2,3,3,2
"1211","Maps","1",98,3,3,2,3,1,2,2,2,4,3,3,4,2,1,2,3,3,3,2,2
"1212","Maps","1",99,3,2,2,2,2,3,3,2,2,4,3,2,3,4,2,3,2,4,4,2
"1213","Maps","1",100,3,2,1,1,1,3,4,1,1,3,1,2,4,1,1,4,1,1,4,2
"1214","Maps","1",101,3,2,2,2,1,2,3,3,2,3,4,2,3,2,2,4,2,2,3,2
"1215","Maps","1",102,2,3,2,2,2,2,3,1,1,3,2,1,4,3,2,3,2,1,3,2
"1216","Maps","1",103,4,2,2,2,1,1,3,2,1,4,3,2,2,2,2,3,4,2,2,1
"1217","Maps","1",104,2,3,2,2,2,1,3,1,1,2,2,2,2,2,2,2,1,2,2,2
"1218","Maps","1",105,3,2,1,3,1,1,2,2,2,2,2,2,2,3,2,2,1,1,3,2
"1219","Maps","1",106,3,2,1,2,1,3,3,2,2,4,3,2,3,2,2,4,2,2,3,1
"1220","Maps","1",107,4,3,2,2,2,2,4,3,4,3,3,3,1,2,2,3,2,1,3,4
"1221","Maps","1",108,3,2,1,2,1,3,3,2,2,3,2,2,3,3,2,3,2,1,4,2
"1222","Maps","1",109,4,1,1,1,1,1,4,1,1,4,1,1,4,3,1,4,1,1,4,1
"1223","Maps","1",110,3,2,2,1,1,3,3,1,1,3,1,1,4,1,2,3,1,1,4,1
"1224","Maps","1",111,3,2,2,1,1,4,4,1,4,3,4,1,4,1,2,3,4,4,4,1
"1225","Maps","1",112,3,2,1,2,3,2,3,2,3,4,3,1,4,3,1,4,3,2,3,2
"1226","Maps","1",113,3,1,1,1,1,2,3,1,2,4,2,1,3,1,1,4,2,1,4,1
"1227","Maps","1",114,4,3,2,2,2,2,3,1,2,4,2,2,3,2,1,3,3,2,2,2
"1228","Maps","1",115,4,3,1,1,1,2,2,2,3,4,3,1,4,1,2,4,4,1,4,3
"1229","Maps","1",116,4,2,2,1,1,3,4,2,2,4,2,1,4,1,1,4,2,1,3,2
"1230","Maps","1",117,3,2,2,2,1,3,3,2,1,3,2,1,3,2,2,3,1,2,3,1
"1231","Maps","1",118,4,2,1,1,1,2,4,1,1,4,2,1,4,2,1,4,1,1,4,1
"1232","Maps","1",119,4,2,2,2,1,4,4,2,1,4,2,2,3,3,2,4,2,1,4,2
"1233","Maps","1",120,2,2,1,2,2,1,2,2,3,2,3,3,2,2,2,3,3,4,2,3
"1234","Maps","1",121,3,2,1,2,1,3,4,2,1,3,2,2,3,2,2,3,1,1,3,1
"1235","Maps","1",122,4,2,1,1,1,2,2,1,1,4,1,1,3,1,2,3,2,1,2,2
"1236","Maps","1",123,3,2,2,2,1,2,2,3,2,4,2,2,3,2,2,4,2,2,4,2
"1237","Maps","1",124,4,2,2,1,2,2,3,1,3,4,2,1,4,1,1,4,2,2,4,1
"1238","Maps","1",125,4,2,2,1,2,3,3,1,1,4,1,1,4,3,1,4,2,1,4,1
"1239","Maps","1",126,3,1,2,3,3,2,2,3,3,3,4,3,2,2,2,3,4,4,3,3
"1240","Maps","1",127,4,2,2,2,1,3,2,2,3,4,4,3,3,2,2,4,2,4,3,3
"1241","Maps","1",128,3,2,2,2,1,4,2,3,3,4,4,3,2,3,2,3,2,2,3,3
"1242","Maps","1",129,4,2,2,1,1,3,3,2,1,4,2,1,4,4,1,2,1,1,4,2
"1243","Maps","1",130,3,2,2,2,2,3,3,2,3,3,3,2,3,2,2,3,3,3,4,2
"1244","Maps","1",131,2,4,2,4,2,1,2,3,3,1,4,4,1,3,4,1,3,4,1,2
"1245","Maps","1",132,3,2,1,1,1,1,2,2,2,3,3,2,3,1,1,3,2,2,3,2
"1246","Maps","1",133,3,2,1,1,1,3,3,1,2,3,3,2,3,3,1,3,3,3,3,2
"1247","Maps","1",134,3,2,1,2,2,1,4,2,2,3,1,1,3,3,2,2,2,1,2,2
"1248","Maps","1",135,3,2,1,2,1,2,3,2,1,3,1,1,3,1,1,3,1,1,3,1
"1249","Maps","1",136,2,2,2,3,2,2,3,1,3,2,3,2,3,1,3,2,3,3,3,1
"1250","Maps","1",137,3,2,2,2,1,2,3,2,1,4,2,2,3,2,2,4,1,1,3,3
"1251","Maps","1",138,2,2,2,2,2,2,3,2,3,2,4,2,2,3,2,2,3,3,2,2
"1252","Maps","1",139,3,2,1,1,1,3,3,2,2,4,2,1,4,2,1,4,1,1,3,1
"1253","Maps","1",140,4,2,1,2,2,2,3,2,1,3,2,1,3,2,1,3,1,1,4,1
"1254","Maps","1",141,4,2,1,1,1,2,3,2,2,4,1,1,3,4,2,3,2,1,3,1
"1255","Maps","1",142,3,3,2,2,1,1,2,3,3,3,4,3,2,3,2,3,3,2,2,3
"1256","Maps","1",143,3,1,1,1,1,2,3,1,2,4,1,1,4,1,1,4,2,1,3,1
"1257","Maps","1",144,4,2,1,2,2,3,3,2,2,4,2,1,3,2,1,3,2,1,4,3
"1258","Maps","1",145,3,2,1,2,2,1,2,2,1,2,2,2,3,2,2,3,1,3,1,2
"1259","Maps","1",146,2,3,2,4,1,1,2,2,3,3,3,2,2,3,2,2,1,3,2,2
"1260","Maps","1",147,4,3,2,2,2,1,3,2,1,4,1,1,3,4,2,4,2,1,3,2
"1261","Maps","1",148,3,3,3,2,1,2,2,2,3,3,3,2,3,1,2,3,3,2,3,2
"1262","Maps","1",149,3,2,1,2,1,2,4,2,3,4,2,1,4,3,2,3,3,1,4,4
"1263","Maps","1",150,3,3,2,3,3,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2
"1264","Maps","1",151,3,1,1,1,1,3,3,1,1,3,1,1,3,2,1,3,1,1,3,1
"1265","Maps","1",152,4,2,1,1,1,4,4,1,1,4,1,1,4,2,1,4,2,1,4,1
"1266","Maps","1",153,3,2,2,2,2,2,4,2,2,3,3,2,3,3,2,3,4,2,3,3
"1267","Maps","1",154,3,2,1,1,1,2,3,2,1,3,2,1,3,1,1,3,1,1,3,1
"1268","Maps","1",155,2,4,2,2,1,1,1,3,3,2,2,2,2,2,1,3,3,2,2,2
"1269","Maps","1",156,4,3,2,1,1,3,3,2,2,4,2,1,3,2,2,4,2,1,3,1
"1270","Maps","1",157,2,2,1,3,2,2,3,3,4,2,2,2,3,1,3,2,2,1,3,1
"1271","Maps","1",158,2,3,1,4,2,1,2,2,3,1,2,3,2,4,4,2,4,2,2,3
"1272","Maps","1",159,3,2,1,2,2,3,2,3,1,3,2,2,2,2,1,3,3,1,3,3
"1273","Maps","1",160,3,3,2,1,1,2,3,2,4,3,3,3,2,3,2,3,2,3,3,2
"1274","MITE","1",201,4,1,1,1,1,4,3,1,1,4,2,2,4,3,2,4,2,1,3,1
"1275","MITE","1",202,4,2,2,1,2,3,3,2,2,3,2,2,3,3,2,4,2,2,4,2
"1276","MITE","1",203,2,2,1,3,3,2,3,2,3,2,2,2,3,2,2,2,3,1,4,4
"1277","MITE","1",204,2,2,2,3,1,2,2,1,3,2,3,2,1,2,2,1,1,3,2,2
"1278","MITE","1",205,2,4,1,3,4,2,2,2,3,2,4,3,1,3,3,2,2,2,2,3
"1279","MITE","1",206,4,1,2,2,1,4,4,2,3,4,3,2,3,2,2,4,1,1,4,2
"1280","MITE","1",207,4,2,1,1,1,4,4,1,1,4,1,1,4,1,1,3,1,1,4,1
"1281","MITE","1",208,3,2,2,1,1,2,2,2,2,3,2,2,3,3,1,3,1,1,4,1
"1282","MITE","1",209,3,2,2,4,1,1,2,4,4,3,4,4,1,4,2,2,4,4,4,4
"1283","MITE","1",210,3,2,2,1,1,2,3,2,1,3,1,2,4,2,1,4,1,1,2,1
"1284","MITE","1",211,4,1,1,1,1,3,4,1,1,4,1,1,4,2,2,4,1,1,4,2
"1285","MITE","1",212,2,2,3,4,2,1,1,4,4,1,4,2,1,4,3,2,4,4,2,4
"1286","MITE","1",213,2,3,2,3,3,1,1,4,2,2,2,3,1,4,2,2,2,2,2,3
"1287","MITE","1",214,4,2,1,1,2,2,3,1,3,4,3,2,4,4,1,4,2,1,3,2
"1288","MITE","1",215,4,2,1,1,3,2,3,3,1,4,2,2,3,2,2,3,1,1,3,2
"1289","MITE","1",216,3,1,2,2,2,2,3,2,1,3,2,1,4,3,1,4,2,2,2,2
"1290","MITE","1",217,3,2,2,3,1,2,3,1,2,3,2,2,3,3,2,3,2,1,4,3
"1291","MITE","1",218,2,2,2,3,1,2,3,2,1,2,2,2,2,1,2,2,3,1,2,2
"1292","MITE","1",219,4,1,1,1,1,3,4,1,1,4,1,1,4,1,1,2,2,1,3,1
"1293","MITE","1",220,2,1,1,3,2,1,2,3,4,2,3,1,4,2,2,2,4,2,1,4
"1294","MITE","1",221,4,2,2,2,2,1,2,2,2,3,2,3,2,2,2,3,2,2,2,2
"1295","MITE","1",222,3,2,2,2,2,2,3,3,2,3,3,2,2,4,2,3,2,1,4,3
"1296","MITE","1",223,4,1,3,2,1,3,3,2,3,4,3,3,2,2,2,4,2,2,3,2
"1297","MITE","1",224,2,1,2,3,1,3,4,2,1,2,2,2,3,1,3,2,2,1,3,2
"1298","MITE","1",225,3,2,2,1,2,2,4,2,2,3,1,1,3,4,2,3,1,1,3,2
"1299","MITE","1",226,3,1,1,4,3,4,3,2,4,3,1,2,3,1,1,3,2,2,2,3
"1300","MITE","1",227,4,2,1,1,1,3,3,2,1,4,2,1,3,1,1,4,1,2,2,1
"1301","MITE","1",228,4,1,2,3,3,2,4,1,1,4,1,1,4,2,2,3,1,1,2,2
"1302","MITE","1",229,2,3,2,2,1,3,3,2,3,3,4,2,3,3,2,2,2,3,3,2
